#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4520600B  20   3   u    0       0         22              4      HE   -24    11      2
 4520680B  20   3   u    0       0         22              5      HE   -26    11      2
 4E2288B6  20   3   u    0       0         23              0 CALIB_HE    -1    11      6
 43402812  20   4   u    0       0          0              0      HB   -10    18      4
 43402412  20   4   u    0       0          0              1      HB    -9    18      4
 43403012  20   4   u    0       0          0              2      HB   -12    18      4
 43402C12  20   4   u    0       0          0              3      HB   -11    18      4
 43202812  20   4   u    0       0          0              4      HB   -10    18      2
 43202412  20   4   u    0       0          0              5      HB    -9    18      2
 43203012  20   4   u    0       0          0              6      HB   -12    18      2
 43202C12  20   4   u    0       0          0              7      HB   -11    18      2
 43102811  20   4   u    0       0          1              0      HB   -10    17      1
 43102411  20   4   u    0       0          1              1      HB    -9    17      1
 43103011  20   4   u    0       0          1              2      HB   -12    17      1
 43102C11  20   4   u    0       0          1              3      HB   -11    17      1
 43302811  20   4   u    0       0          1              4      HB   -10    17      3
 43302411  20   4   u    0       0          1              5      HB    -9    17      3
 43303011  20   4   u    0       0          1              6      HB   -12    17      3
 43302C11  20   4   u    0       0          1              7      HB   -11    17      3
 43402810  20   4   u    0       0          2              0      HB   -10    16      4
 43402410  20   4   u    0       0          2              1      HB    -9    16      4
 43403010  20   4   u    0       0          2              2      HB   -12    16      4
 43402C10  20   4   u    0       0          2              3      HB   -11    16      4
 43202810  20   4   u    0       0          2              4      HB   -10    16      2
 43202410  20   4   u    0       0          2              5      HB    -9    16      2
 43203010  20   4   u    0       0          2              6      HB   -12    16      2
 43202C10  20   4   u    0       0          2              7      HB   -11    16      2
 4310280F  20   4   u    0       0          3              0      HB   -10    15      1
 4310240F  20   4   u    0       0          3              1      HB    -9    15      1
 4310300F  20   4   u    0       0          3              2      HB   -12    15      1
 43102C0F  20   4   u    0       0          3              3      HB   -11    15      1
 4330280F  20   4   u    0       0          3              4      HB   -10    15      3
 4330240F  20   4   u    0       0          3              5      HB    -9    15      3
 4330300F  20   4   u    0       0          3              6      HB   -12    15      3
 43302C0F  20   4   u    0       0          3              7      HB   -11    15      3
 43101012  20   4   u    0       0          4              0      HB    -4    18      1
 43100C12  20   4   u    0       0          4              1      HB    -3    18      1
 43100812  20   4   u    0       0          4              2      HB    -2    18      1
 43100412  20   4   u    0       0          4              3      HB    -1    18      1
 43301012  20   4   u    0       0          4              4      HB    -4    18      3
 43300C12  20   4   u    0       0          4              5      HB    -3    18      3
 43300812  20   4   u    0       0          4              6      HB    -2    18      3
 43300412  20   4   u    0       0          4              7      HB    -1    18      3
 43401011  20   4   u    0       0          5              0      HB    -4    17      4
 43400C11  20   4   u    0       0          5              1      HB    -3    17      4
 43400811  20   4   u    0       0          5              2      HB    -2    17      4
 43400411  20   4   u    0       0          5              3      HB    -1    17      4
 43201011  20   4   u    0       0          5              4      HB    -4    17      2
 43200C11  20   4   u    0       0          5              5      HB    -3    17      2
 43200811  20   4   u    0       0          5              6      HB    -2    17      2
 43200411  20   4   u    0       0          5              7      HB    -1    17      2
 43101010  20   4   u    0       0          6              0      HB    -4    16      1
 43100C10  20   4   u    0       0          6              1      HB    -3    16      1
 43100810  20   4   u    0       0          6              2      HB    -2    16      1
 43100410  20   4   u    0       0          6              3      HB    -1    16      1
 43301010  20   4   u    0       0          6              4      HB    -4    16      3
 43300C10  20   4   u    0       0          6              5      HB    -3    16      3
